1477403344.000000, IBI
19.032121,1.109426
20.172798,1.140677
21.360353,1.187554
22.485404,1.125051
30.673279,1.093800
31.923336,1.250057
33.189019,1.265683
34.423451,1.234432
35.736011,1.312560
37.111074,1.375063
38.283002,1.171929
39.548685,1.265683
40.845620,1.296934
42.283185,1.437566
43.486366,1.203180
44.845803,1.359437
45.877100,1.031297
47.189660,1.312560
48.549097,1.359437
49.611646,1.062549
50.830452,1.218806
52.127386,1.296934
53.221186,1.093800
54.408741,1.187554
55.721301,1.312560
56.830726,1.109426
58.002655,1.171929
59.268338,1.265683
60.534021,1.265683
61.534067,1.000046
62.768498,1.234432
126.287030,1.218806
134.662414,1.265683
270.637388,0.750034
271.528054,0.890666
281.934780,0.875040
282.778569,0.843789
327.890009,1.250057
328.968183,1.078174
330.296369,1.328186
380.158026,1.218806
381.408084,1.250057
417.519112,1.265683
418.737917,1.218806
419.862969,1.125051
440.426410,1.062549
441.582713,1.156303
442.801519,1.218806
443.832816,1.031297
444.801610,0.968794
445.989165,1.187554
450.473745,1.125051
461.411746,1.171929
462.536797,1.125051
463.708726,1.171929
464.958783,1.250057
487.944210,1.156303
489.178642,1.234432
490.381822,1.203180
491.444371,1.062549
492.678802,1.234432
493.881982,1.203180
495.194542,1.312560
496.257091,1.062549
530.196144,1.109426
531.383699,1.187554
532.540002,1.156303
534.055696,1.515694
535.352630,1.296934
536.555810,1.203180
591.823965,1.250057
592.933391,1.109426
593.902185,0.968794
594.917857,1.015671
595.949154,1.031297
597.089831,1.140677
598.246134,1.156303
608.387223,1.281309
609.481024,1.093800
610.574824,1.093800
611.715501,1.140677
612.949932,1.234432
614.153112,1.203180
615.184410,1.031297
616.246958,1.062549
630.403856,1.156303
631.372651,0.968794
632.528954,1.156303
633.794636,1.265683
635.138448,1.343812
636.404131,1.265683
637.513557,1.109426
638.794865,1.281309
639.794911,1.000046
640.919963,1.125051
650.779789,1.140677
651.795460,1.015671
652.889261,1.093800
709.969998,1.281309
711.251307,1.281309
712.454487,1.203180
713.532661,1.078174
714.751467,1.218806
716.017150,1.265683
740.690155,1.265683
741.893335,1.203180
743.018386,1.125051
744.268443,1.250057
745.581003,1.312560
746.721681,1.140677
747.862358,1.140677
749.190544,1.328186
750.409349,1.218806
751.565652,1.156303
770.410265,0.843789
771.300931,0.890666
785.145314,0.984420
793.380066,1.281309
794.583246,1.203180
812.755953,1.265683
813.740373,0.984420
814.865425,1.125051
815.974851,1.109426
817.318662,1.343812
818.506217,1.187554
819.693771,1.187554
820.943828,1.250057
822.225137,1.281309
827.991026,1.109426
829.256709,1.265683
830.616146,1.359437
842.429187,0.953169
843.522987,1.093800
844.554284,1.031297
845.601207,1.046923
846.710633,1.109426
847.960690,1.250057
849.054490,1.093800
850.070161,1.015671
851.210839,1.140677
852.382767,1.171929
853.726579,1.343812
855.039139,1.312560
868.492880,1.390689
869.899194,1.406314
871.227380,1.328186
872.383683,1.156303
873.446231,1.062549
874.555657,1.109426
875.915094,1.359437
877.165152,1.250057
878.258952,1.093800
879.446506,1.187554
889.259455,1.140677
890.493887,1.234432
1239.291103,1.156303
1240.322400,1.031297
1241.400574,1.078174
1242.588129,1.187554
1243.853812,1.265683
1244.853857,1.000046
1245.978909,1.125051
1247.135212,1.156303
1248.338392,1.203180
1249.557198,1.218806
1250.682249,1.125051
1251.760423,1.078174
1252.932352,1.171929
1281.324277,0.890666
1297.793781,0.781286
1298.575066,0.781286
1311.685041,1.109426
1312.747590,1.062549
1313.950770,1.203180
1314.872687,0.921917
1315.685225,0.812537
1316.404007,0.718783
1342.295818,1.171929
