# FuelCalculationMethod = MassAirFlow
Time, Latitude (deg), Longitude (deg), Vehicle speed (MPH), Accel X (g), Accel Y (g), Accel Z (g), Engine RPM (RPM), Actual engine - percent torque (%), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Engine coolant temperature (C), Intake manifold absolute pressure (psi), Intake air temperature (C), Mass air flow rate (lb/min), Time since engine start (sec), Engine oil temperature (C), Engine fuel rate (gal/hr), Driver's demand engine - percent torque (%), Engine reference torque (lb•ft), Acceleration (g), Acceleration (Avg) (g), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Fuel Remaining (gal), GPS Speed (MPH), Accel (Grav) X (g), Accel (Grav) Y (g), Accel (Grav) Z (g), Distance traveled while MIL is activated (miles), Total engine run time (sec), Total idle run time (sec), Altitude (ft), Boost (psi)
03/08/2017 06:40:11.0995 PM,33.91066,-84.52698,0,-0.006338235,0.4198506,0.2433805,0,0,0,0,0,-0.007675171,-1.460266,0.4335632,-0.6244827,-29.80684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01171875,-0.8637238,-0.4977264,0,0,0,1038.602,0
03/08/2017 06:40:12.0963 PM,33.9107,-84.52702,0,-0.0001985666,0.1509284,0.08908053,0,0,0,27.10019,0,-0.006652832,-1.399918,0.2504425,-0.679341,-29.76818,0,0,0,1.263465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009094238,-0.8654785,-0.4990234,0,0,0,1054.147,0
03/08/2017 06:40:15.0879 PM,33.91073,-84.52705,0,-0.00414707,0.009106483,0.006428629,908,0,0,27.10019,0,0.1150208,-1.460876,0.3728027,-0.6740078,-29.78354,47,6.671736,26,1.263465,34,0,0,0,0,0,0,0,0,14.54941,14.15602,7.192157,0,0.01600647,-0.8682404,-0.4988098,0,0,0,1060.037,-7.832038
03/08/2017 06:40:20.0797 PM,33.91073,-84.52701,0,-0.02141201,0.0121399,-0.0283632,854.5,0,0,27.09462,0.9453122,0.05447388,-1.033646,0.6144562,-1.648437,-28.40648,48,9.137378,26,1.422225,36,0,0,0,0,0,0,12.96128,79.66543,14.63871,14.81732,7.192157,0.8947746,0.04481506,-0.8867645,-0.4526062,0,0,0,1063.758,-5.076321
03/08/2017 06:40:21.0974 PM,33.91072,-84.52701,0,-0.03612399,0.01248903,-0.01829057,851,0,0,27.09362,0.9226522,-0.1252289,0.7963104,1.397751,-3.124664,-26.27794,48,8.847302,26,1.38915,36,0,0,0,0,0,0,12.65059,78.07558,14.63871,14.56325,7.192157,0.8500358,0.08032227,-0.9012756,-0.4372253,0,0,0,1066.582,-5.366396
03/08/2017 06:40:22.1066 PM,33.91071,-84.52698,1.864114,0.01993969,-0.008057679,-0.01089181,851,0,2.328655,27.09249,0.8005106,-0.00340271,1.162735,1.883743,-2.40129,-27.0777,48,8.847302,26,1.205253,36,0,0,0,0,0.03055038,0.006110075,10.97589,78.07558,14.63514,14.56325,7.192157,2.214567,0.02229309,-0.8784637,-0.4458771,0,0,0,1065.92,-5.366396
03/08/2017 06:40:23.0611 PM,33.91072,-84.52697,1.864114,0.002431942,-0.001979154,0.008149371,783.5,0,2.328655,27.09249,0.8005106,-0.2522736,-1.520676,0.3115997,-1.637709,-27.50318,48,8.557226,26,1.205253,36,0,0,0,0,0.03055038,0.006110075,10.97589,73.57578,14.63514,14.51324,7.192157,2.527738,0.02932739,-0.882782,-0.4699097,0,0,0,1065.712,-5.656472
03/08/2017 06:40:24.1003 PM,33.91073,-84.52694,3.728227,0.01890038,-0.004133914,0.01163964,915,0,4.687044,27.0914,0.7954324,-0.4386444,-3.105942,-0.5343475,-0.5451848,-28.34128,48,7.541962,26,1.197315,36,0,0,0,0,0.05235253,0.01047051,10.90626,62.6021,14.63871,14.16317,7.192157,4.384395,-0.001739502,-0.8752289,-0.4813385,0,0,0,1064.7,-6.671736
03/08/2017 06:40:25.0970 PM,33.91074,-84.52693,4.349598,0.02905065,0.003680176,0.006246496,966.5,0,5.769167,27.09085,0.7539387,-0.02030945,-7.985855,-2.704483,1.078576,-28.26799,48,6.526698,26,1.135134,36,0,0,0,0,0.03721159,0.01355239,10.33734,56.17472,14.63871,14.16317,7.192157,4.115963,-0.03735352,-0.8795929,-0.4780579,0,0,0,1065.443,-7.687
03/08/2017 06:40:26.0973 PM,33.91072,-84.52689,4.97097,0.03582267,0.006494747,-0.01539537,966.5,0,6.616468,27.0901,0.7513025,-0.2195587,-18.23399,-8.628525,3.688443,-26.85367,48,6.526698,26,1.131165,36,0,0,0,0,0.02626238,0.01572298,10.30119,56.17472,14.63871,14.26319,7.192157,3.668576,-0.0841217,-0.8895569,-0.4447174,0,0,0,1066.402,-7.687
03/08/2017 06:40:27.1099 PM,33.91071,-84.52686,5.592341,0.03564965,0.002416095,-0.0142011,1115.5,0,6.616468,27.0901,0.7513025,-0.3450165,-20.67424,-10.20164,4.772506,-26.49258,48,6.816774,26,1.131165,36,0,0,0,0,0.02230676,0.01801374,10.30119,48.50114,14.63871,14.27033,7.192157,3.937008,-0.1137238,-0.8888397,-0.4413605,0,0,0,1064.28,-7.396924
03/08/2017 06:40:28.0776 PM,33.91068,-84.52682,5.592341,0.04315557,0.004214657,-0.02716804,1314,0,4.62852,27.08848,1.208235,0.07920837,-24.21477,-12.50005,6.726074,-23.81004,48,8.557226,26,1.819125,36,0,0,0,0,0.02230676,0.01801374,16.56625,66.21598,14.63514,14.27033,7.192157,4.965999,-0.1581421,-0.9034271,-0.408905,0,0,0,1062.073,-5.656472
03/08/2017 06:40:29.1112 PM,33.91066,-84.5268,8.077826,0.001518005,-0.01474135,0.0232763,1314,0,5.590336,27.08688,1.444962,0.02758789,-19.03036,-9.904205,6.275436,-25.09322,48,8.557226,25,2.175012,36,0,0,0,0,0.04369362,0.02446171,19.81204,66.21598,14.63514,14.60612,7.192157,6.106836,-0.1272736,-0.880127,-0.4673462,0,0,0,1061.771,-5.656472
