# FuelCalculationMethod = MassAirFlow
Time, Latitude (deg), Longitude (deg), Vehicle speed (MPH), Accel X (g), Accel Y (g), Accel Z (g), Engine RPM (RPM), Actual engine - percent torque (%), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Engine coolant temperature (C), Intake manifold absolute pressure (psi), Intake air temperature (C), Mass air flow rate (lb/min), Time since engine start (sec), Engine oil temperature (C), Engine fuel rate (gal/hr), Driver's demand engine - percent torque (%), Engine reference torque (lb•ft), Acceleration (g), Acceleration (Avg) (g), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Fuel Remaining (gal), GPS Speed (MPH), Accel (Grav) X (g), Accel (Grav) Y (g), Accel (Grav) Z (g), Distance traveled while MIL is activated (miles), Total engine run time (sec), Total idle run time (sec), Altitude (ft), Boost (psi)
03/23/2017 08:11:10.1169 AM,33.77752,-84.37083,0,0.02500188,0.3915498,0.1381351,0,0,0,26.35891,0,-0.06744385,-1.033585,0.4923859,2.574919,-18.54941,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,0,0,0,1.252684,-0.05276489,-0.9401855,-0.3234253,0,0,0,909.0569,0
03/23/2017 08:11:11.0987 AM,33.77753,-84.37085,0,0.01268694,0.1653187,0.03208547,0,0,0,26.35891,0,0.5447083,-0.913559,0.6146088,2.75469,-18.27567,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,14.59227,0,0,2.192198,-0.05027771,-0.9610138,-0.2967529,0,0,0,908.7695,0
03/23/2017 08:11:12.0615 AM,33.77753,-84.37086,0,-0.01133798,0.04926274,0.0300062,0,0,0,26.35891,0,-0.3678741,-0.853302,-0.6668701,2.009505,-17.05286,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,14.59227,0,0,1.655333,-0.02183533,-0.9473724,-0.3092804,0,0,0,910.1769,0
03/23/2017 08:11:13.0611 AM,33.77753,-84.37086,0,0.002056246,0.001162903,0.02268516,0,0,0,26.35891,0,0.2403717,-0.6694489,0.4301605,1.54248,-17.78222,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,14.59227,0,0,2.013243,-0.03036499,-0.9305878,-0.313736,0,0,0,910.3209,0
03/23/2017 08:11:14.0730 AM,33.77754,-84.37086,0,-0.00253067,0.01538705,-0.01791647,0,0,0,26.35891,0,0.3016357,-0.8529053,0.248291,2.220789,-18.58882,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,14.59227,0,0,2.527738,-0.03097534,-0.9557953,-0.2879028,0,0,0,911.2872,0
03/23/2017 08:11:15.0719 AM,33.77755,-84.37087,0,0.009273411,0.004523148,-0.0001943541,0,0,0,26.35891,0,0.2373199,-0.9115753,0.918869,2.323054,-17.58843,0,0,0,1.207899,0,0,0,0,0,0,0,0,0,14.59227,0,0,2.438261,-0.04075623,-0.947525,-0.3011627,0,0,0,910.7478,0
03/23/2017 08:11:16.0730 AM,33.77756,-84.37087,1.864114,-0.01029378,0.02584422,-0.02761474,0,0,2.617173,26.35717,0.7122623,0.1796722,-0.6696014,0.3081818,2.138818,-16.71658,0,0,0,1.068984,0,0,0,0,0,0.005840067,0.001168013,9.765908,0,14.59227,0,0,2.863278,-0.02429199,-0.9793396,-0.2637177,0,0,0,909.7385,0
03/23/2017 08:11:17.0749 AM,33.77756,-84.37086,1.864114,0.01654781,-0.005735807,-0.005339898,862,0,2.617173,26.35717,0.7122623,0.6097565,-0.6721954,-0.05683899,2.378666,-16.55579,0,0,0,1.068984,0,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,0,0,1.342162,-0.05252075,-0.9490204,-0.2835693,0,0,0,908.8951,0
03/23/2017 08:11:18.0714 AM,33.77756,-84.37085,1.864114,0.01955022,0.02788254,-0.002509647,862,0,2.617173,26.35717,0.7122623,0.4203796,-1.644638,0.3741302,2.839805,-17.02316,30,13.77859,0,1.068984,0,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,0,0,2.527738,-0.06088257,-0.980957,-0.2893219,0,0,0,907.5178,-0.7251887
03/23/2017 08:11:19.0585 AM,33.77755,-84.37084,1.864114,0.00521837,0.007463951,0.01054986,862,0,2.617173,26.35717,0.7122623,-0.1927338,-2.069336,0.1924133,3.251167,-17.81969,30,13.77859,13,1.068984,0,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,0,0,1.811918,-0.05245972,-0.9536285,-0.3065491,0,0,0,906.1724,-0.7251887
03/23/2017 08:11:20.0642 AM,33.77756,-84.37085,1.864114,-0.01389127,0.02369337,0.005161658,862,0,2.617173,26.35717,0.7122623,-1.110657,-2.4328,-0.2338257,2.752,-17.24034,30,13.77859,13,1.068984,56,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,14.60612,0,3.48962,-0.02879333,-0.9777374,-0.2985077,0,0,0,907.2985,-0.7251887
03/23/2017 08:11:21.0650 AM,33.77757,-84.37084,1.864114,0.03604598,0.0236878,0.01445336,862,0,2.617173,26.35717,0.7122623,-2.585434,-5.171921,-1.502792,3.498987,-17.19839,30,13.77859,13,1.068984,56,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,14.60612,3.733333,2.729062,-0.08930969,-0.9730225,-0.3037109,0,0,0,906.1021,-0.7251887
03/23/2017 08:11:22.0817 AM,33.77758,-84.37082,1.864114,-0.01138689,-0.009335903,-0.01449422,862,0,2.617173,26.35717,0.7122623,-1.18219,-8.898743,-3.859802,2.628041,-17.32192,30,13.77859,13,1.068984,56,0,0,0,0,0.005840067,0.001168013,9.765908,59.50308,14.59942,14.60612,3.733333,2.169828,-0.04249573,-0.9421387,-0.2790222,0,0,0,905.4757,-0.7251887
03/23/2017 08:11:23.0543 AM,33.77758,-84.3708,1.864114,0.02191692,-0.01986825,0.02641387,862,0,2.483229,26.35525,0.7506814,-0.8903961,-9.805771,-1.356308,1.892422,-18.34608,30,13.77859,13,1.127196,56,0,0,0,0,0.005840067,0.001168013,10.29268,59.50308,14.59942,14.60612,3.733333,2.147459,-0.05973816,-0.9290924,-0.3341217,0,0,0,905.3646,-0.7251887
03/23/2017 08:11:24.0440 AM,33.77759,-84.37079,1.864114,0.006087756,-0.03904818,-0.02056103,890,0,2.483229,26.35525,0.7506814,-0.5978546,-12.66757,-0.8546753,3.428274,-20.08518,30,13.77859,13,1.127196,56,0,0,0,0,0.005840067,0.001168013,10.29268,60.73966,14.59942,14.60612,3.733333,1.521117,-0.05072021,-0.9029388,-0.3097839,0,0,0,905.761,-0.7251887
03/23/2017 08:11:25.0681 AM,33.7776,-84.37078,1.864114,0.0405355,-0.008618935,0.02912243,890,0,2.483229,26.35525,0.7506814,-0.1579895,-10.29533,-1.291946,1.997326,-19.92395,30,13.77859,13,1.127196,56,0,0,0,0,0.005840067,0.001168013,10.29268,60.73966,14.59942,14.66684,3.733333,1.700072,-0.07698059,-0.9286652,-0.3620911,0,0,0,905.1022,-0.580151
03/23/2017 08:11:26.0460 AM,33.77761,-84.37077,1.242742,-0.007168655,0.006777031,-0.009231348,890,0,2.483229,26.35525,0.7506814,0.4543304,-10.8472,-1.836914,2.688464,-20.41718,30,13.77859,13,1.127196,56,0,0,0,0,-0.003973898,0.0003732338,10.29268,60.73966,14.59942,14.66684,3.733333,1.834288,-0.03295898,-0.9433746,-0.3345184,0,0,0,905.0327,-0.580151
03/23/2017 08:11:27.0846 AM,33.77761,-84.37077,1.242742,0.0101244,0.01918321,0.02312724,890,0,1.608294,26.35406,0.7727084,-1.742889,-9.37851,-2.029999,3.133422,-19.15897,30,13.77859,13,1.160271,56,0,0,0,0,-0.003973898,0.0003732338,10.59469,60.73966,14.59942,14.66684,3.733333,1.230315,-0.05148315,-0.9558868,-0.3536377,0,0,0,904.7576,-0.580151
03/23/2017 08:11:28.0516 AM,33.77762,-84.37078,1.242742,-0.002296925,0.004103414,-0.01669096,879.5,0,1.608294,26.35406,0.7727084,-0.08174133,-6.092316,-0.8852539,2.626986,-18.26616,30,13.77859,13,1.160271,56,0,0,0,0,-0.003973898,0.0003732338,10.59469,63.26835,14.59942,14.66684,3.733333,0.984252,-0.04043579,-0.9478149,-0.3023834,0,0,0,904.0812,-0.580151
03/23/2017 08:11:29.0460 AM,33.77762,-84.37077,1.242742,0.01914115,0.0111728,-0.002803678,879.5,0,1.608294,26.35406,0.7727084,0.3604431,-1.584259,0.1299744,2.23089,-17.33281,30,13.77859,13,1.160271,56,0,0,0,0,-0.003973898,0.0003732338,10.59469,63.26835,14.59942,14.78517,3.733333,0.6039729,-0.06303406,-0.9584961,-0.3070831,0,0,0,903.293,-0.580151
03/23/2017 08:11:30.0796 AM,33.77762,-84.37077,0,0.001813878,0.01311733,-0.03108009,879.5,0,0,26.35309,0.6017786,0.2359161,-1.521286,0.6779938,3.294966,-17.27774,30,13.77859,13,0.903609,56,0,0,0,0,-0.01122762,-0.001077509,8.251054,63.26835,14.59942,14.78517,3.733333,0.6039729,-0.05577087,-0.9635315,-0.269516,0,0,0,902.5345,-0.580151
03/23/2017 08:11:31.0579 AM,33.77763,-84.37077,0,0.007064119,0.002788915,-0.02461329,879.5,0,0,26.35309,0.6017786,-0.03120422,-10.05455,-2.08519,3.562155,-13.81346,30,13.77859,13,0.903609,56,0,0,0,0,-0.01122762,-0.001077509,8.251054,63.26835,14.59585,14.78517,3.733333,0.3802792,-0.06591797,-0.965744,-0.2291412,0,0,0,900.1431,-0.580151
03/23/2017 08:11:32.0816 AM,33.77763,-84.37077,0,0.02517146,-0.005174282,0.02227514,847,0,0,26.35309,0.6017786,-1.827194,-16.62935,-3.397293,4.99981,-14.53578,30,13.77859,13,0.903609,56,0,0,0,0,-0.01122762,-0.001077509,8.251054,51.16348,14.59585,14.78517,3.733333,1.40927,-0.1066742,-0.9574127,-0.2798157,0,0,0,899.8942,-0.580151
03/23/2017 08:11:33.0842 AM,33.77763,-84.37077,0,-0.008370075,-0.00481658,0.01412063,847,0,0,26.35309,0.6017786,-1.129379,-9.503723,-2.455109,4.880686,-15.9514,30,13.77859,13,0.903609,56,0,0,0,0,-0.01122762,-0.001077509,8.251054,51.16348,14.59585,14.56325,3.733333,1.185576,-0.07485962,-0.9462891,-0.289093,0,0,0,900.7547,-0.580151
