# FuelCalculationMethod = MassAirFlow
Time, Latitude (deg), Longitude (deg), Vehicle speed (MPH), Accel X (g), Accel Y (g), Accel Z (g), Engine RPM (RPM), Actual engine - percent torque (%), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Engine coolant temperature (C), Intake manifold absolute pressure (psi), Intake air temperature (C), Mass air flow rate (lb/min), Time since engine start (sec), Engine oil temperature (C), Engine fuel rate (gal/hr), Driver's demand engine - percent torque (%), Engine reference torque (lb•ft), Boost (psi), Acceleration (g), Acceleration (Avg) (g), Engine Power (hp), Engine Torque (lb•ft), A/F Commanded, A/F Actual, Fuel Remaining (gal), GPS Speed (MPH), Accel (Grav) X (g), Accel (Grav) Y (g), Accel (Grav) Z (g), Distance traveled while MIL is activated (miles), Total engine run time (sec), Total idle run time (sec), Altitude (ft)
02/24/2017 05:00:34.1053 PM,33.91071,-84.52686,0,-0.2903866,-0.06096778,0.126252,756,0,0,0,0,-11.06348,4.545837,0.2057495,-33.01035,-20.02248,57,6.961812,35,0,51,0,0,0,0,-7.541962,0,0,0,0,0,14.6204,6.258823,0.5368647,0.5780487,-0.8007507,-0.3454285,0,0,0,1015.089
02/24/2017 05:00:37.1059 PM,33.91071,-84.52686,0,0.2203495,0.02053055,0.1015455,727,0,0,24.1951,0.5975271,18.33574,-4.519287,17.17416,5.473493,-46.95562,57,7.106849,35,0.89964,53,0,0,0,0,-6.961812,0,0,8.192761,59.1875,14.63871,14.60612,6.258823,0.9618827,-0.09515381,-0.6648865,-0.7821655,0,0,0,1007.649
02/24/2017 05:00:37.5813 PM,33.91071,-84.52686,0,0.1536266,0.02978535,0.02179521,727,0,0,24.18542,0.5412893,-0.3232574,6.382553,-4.357986,8.157172,-45.64671,57,7.106849,35,0.814968,53,0,0,0,0,-6.961812,0,0,7.421678,59.1875,14.63871,14.60612,6.258823,0.9618827,-0.1439819,-0.6854401,-0.7154541,0,0,0,1007.649
02/24/2017 05:00:42.0430 PM,33.9107,-84.52687,0,-0.03408933,0.01526338,-0.0432608,701.5,0,0,24.1748,0.5535914,-6.437439,-1.314392,0.9718628,-2.076327,-41.68381,57,6.961812,35,0.83349,53,0,0,0,0,-7.106849,0,0,7.590353,55.56592,14.64228,14.63827,6.258823,0.5368647,0.04898071,-0.7423096,-0.6293335,0,0,0,1003.341
02/24/2017 05:00:49.6911 PM,33.9107,-84.52687,0,0.07265121,0.2384961,-0.3491829,717,0,0,24.14833,0.5604843,3.08316,60.30408,8.127502,10.63188,1.246552,57,7.106849,35,0.844074,53,0,0,0,0,-6.961812,0,0,7.684863,58.05722,14.64228,14.53467,6.258823,0,-0.02337646,-1.041443,-0.1642609,0,0,0,995.9638
02/24/2017 05:00:50.0495 PM,33.91069,-84.52683,0,-0.04953967,0.1698225,-0.008248544,717,0,0,24.14833,0.5604843,-38.62582,1.896927,-42.11812,6.306545,-9.418864,57,7.106849,35,0.844074,53,0,0,0,0,-6.961812,0,0,7.684863,58.05722,14.64228,14.53467,6.258823,1.006621,0.02180481,-0.9920044,-0.3826599,0,0,0,994.0156
02/24/2017 05:00:52.0531 PM,33.91069,-84.52683,0,-0.008641884,0.00316514,0.02227097,728,0,0,24.14833,0.5604843,-0.1898499,-1.155319,0.3708954,-0.8853142,-22.48155,57,7.106849,35,0.844074,53,0,0,0,0,-6.961812,0,0,7.684863,55.44199,14.64228,14.53467,6.258823,0.3579098,0.01620483,-0.9178925,-0.385849,0,0,0,987.014
02/24/2017 05:00:59.0875 PM,33.9107,-84.52685,0,0.007909119,-0.003456317,0.003823085,746.5,0,0,24.11489,0.7170326,-0.3159943,-2.923309,-0.413147,-0.03396728,-24.16461,57,7.541962,35,1.079568,53,0,0,0,0,-6.526698,0,0,9.831313,59.33674,14.63871,14.71685,6.258823,0.492126,-0.005508423,-0.9082947,-0.4097595,0,0,0,988.5313
02/24/2017 05:01:01.0982 PM,33.91071,-84.52686,0,-0.012479,-0.006971293,0.009230501,727,0,0,24.11489,0.7170326,-0.4524841,-9.997101,-3.731598,-0.5228072,-23.94433,57,8.847302,35,1.079568,53,0,0,0,0,-5.221359,0,0,9.831313,71.02499,14.63871,14.59897,6.258823,0.492126,0.02133179,-0.9057007,-0.4131927,0,0,0,985.8439
02/24/2017 05:01:02.0950 PM,33.91071,-84.52688,1.864114,0.003004903,-0.003555432,0.0008216277,727,0,2.53151,24.10444,0.7363644,0.03085327,-11.33783,-3.480713,-1.138403,-23.90412,57,8.847302,35,1.108674,53,0,0,0,0,-5.221359,0.01456267,0.002912534,10.09637,71.02499,14.63871,14.59897,6.258823,1.811918,0.01612854,-0.9077301,-0.407608,0,0,0,987.1223
