2/20/2017 11:52 AM																																						
# FuelCalculationMethod = MassAirFlow																																						
Time (sec)	 Latitude (deg)	 Longitude (deg)	 Vehicle speed (MPH)	 Accel X (ft/s²)	 Accel Y (ft/s²)	 Accel Z (ft/s²)	 Engine RPM (RPM)	 Actual engine - percent torque (%)	 Instant fuel economy (MPG)	 Total fuel economy (MPG)	 Fuel rate (gal/hr)	 Rotation Rate X (deg/s)	 Rotation Rate Y (deg/s)	 Rotation Rate Z (deg/s)	 Roll (deg)	 Pitch (deg)	 Calculated load value (%)	 Engine coolant temperature (F)	 Intake manifold absolute pressure (inHg)	 Intake air temperature (F)	 Mass air flow rate (lb/min)	 Absolute throttle position (%)	 Time since engine start (sec)	 Fuel type	 Relative accelerator pedal position (%)	 Engine oil temperature (F)	 Engine fuel rate (gal/hr)	 Driver's demand engine - percent torque (%)	 Engine reference torque (lb•ft)	 Boost (psi)	 Acceleration (ft/s²)	 Acceleration (Avg) (ft/s²)	 Engine Power (hp)	 Engine Torque (lb•ft)	 A/F Commanded	 A/F Actual	 Fuel Remaining (gal)	 GPS Speed (MPH)
1281.365	33.78687	-84.39188	0	0.01470239	0.005691594	0.04653731	0	0	0	28.29163	0	0.05381775	-1.521744	0.3120575	-3.702258	-23.36326	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1281.561	33.78687	-84.39188	0	0.07085029	-0.06627175	-0.03722908	0	0	0	28.29163	0	0.05383301	-1.582825	0.2514038	-3.711918	-23.37186	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1281.74	33.78687	-84.39188	0	-0.04220398	-0.0312834	0.02280617	0	0	0	28.29163	0	0.05381775	-1.521744	0.3120575	-3.713818	-23.37366	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1281.933	33.78687	-84.39188	0	-0.06579156	-0.0436244	-0.03443259	0	0	0	28.29163	0	-0.007385254	-1.582611	0.2513123	-3.708182	-23.37144	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1282.127	33.78687	-84.39188	0	0.03433297	0.01576699	0.01994844	0	0	0	28.29163	0	-0.007400513	-1.52153	0.3119659	-3.713529	-23.37291	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1282.301	33.78687	-84.39188	0	-0.09491321	-0.0210636	-0.1166121	0	0	0	28.29163	0	-0.006637573	-1.460999	0.1897888	-3.72636	-23.36646	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1282.49	33.78687	-84.39188	0	-0.03527847	0.02320243	0.06558608	0	0	0	28.29163	0	-0.06784058	-1.521866	0.1290436	-3.703516	-23.37203	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1282.688	33.78687	-84.39188	0	0.0131773	0.0685619	0.03453132	0	0	0	28.29163	0	0.05432129	-1.461029	0.250824	-3.715751	-23.36778	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1282.865	33.78687	-84.39188	0	0.008927099	0.002262815	0.03850845	0	0	0	28.29163	0	-0.007659912	-1.521347	0.3729095	-3.71431	-23.367	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1283.095	33.78687	-84.39188	0	0.05896732	-0.05629813	-0.05605395	0	0	0	28.29163	0	-0.006393433	-1.400101	0.1894989	-3.687119	-23.37523	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1283.263	33.78687	-84.39188	0	0.04136158	-0.002821522	-0.1080995	0	0	0	28.29163	0	0.05404663	-1.399765	0.3724213	-3.673893	-23.37725	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1283.454	33.78687	-84.39188	0	0.05212993	-0.04665493	-0.1494379	0	0	0	28.29163	0	0.05406189	-1.460846	0.3117676	-3.689318	-23.36864	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1283.641	33.78687	-84.39188	0	-0.02271005	0.04625169	0.04398952	0	0	0	28.29163	0	-0.006896973	-1.460815	0.2507324	-3.69226	-23.3736	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1283.832	33.78687	-84.39188	0	-0.000458983	0.007891912	0.08748703	0	0	0	28.29163	0	-0.007644653	-1.582428	0.3122559	-3.710498	-23.37249	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.016	33.78687	-84.39188	0	0.06829306	0.09871507	0.1922869	0	0	0	28.29163	0	0.3598938	-1.461731	0.3731689	-3.720441	-23.36761	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.123	33.78687	-84.39188	0	0.03732726	0.1112515	-0.06507781	0	0	0	28.29163	0	-0.007141113	-1.521713	0.2510223	-3.722604	-23.36201	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.294	33.78687	-84.39188	0	-0.03364387	-0.0657497	-0.07974324	0	0	0	28.29163	0	-0.007904053	-1.582245	0.3731995	-3.721789	-23.36209	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.487	33.78687	-84.39188	0	-0.009673853	0.05387969	0.1164378	0	0	0	28.29163	0	0.1152802	-1.46106	0.3118591	-3.719674	-23.35699	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.679	33.78687	-84.39188	0	0.02394095	-0.03087846	0.1107791	0	0	0	28.29163	0	-0.007415771	-1.460449	0.3726196	-3.721027	-23.35945	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1284.88	33.78687	-84.39188	0	0.07064461	-0.02297337	-0.000282934	0	0	0	28.29163	0	0.05409241	-1.583008	0.1904602	-3.71651	-23.35889	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1285.101	33.78687	-84.39188	0	0.04192396	0.04429515	-0.04212782	0	0	0	28.29163	0	0.1152954	-1.522141	0.3730927	-3.716146	-23.35441	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1285.213	33.78687	-84.39188	0	0.02384576	-0.07043456	0.02854909	0	0	0	28.29163	0	-0.06861877	-1.521317	0.3118744	-3.710688	-23.35217	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.11673	4.227451	0
1285.354	33.78687	-84.39188	0	0.04230558	-0.01231672	-0.01466096	0	0	0	28.29163	0	-0.006896973	-1.460815	0.2507324	-3.713128	-23.3566	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1285.546	33.78687	-84.39188	0	-0.02019054	-0.003527998	-0.06683251	0	0	0	28.29163	0	0.05406189	-1.460846	0.3117676	-3.71409	-23.35856	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1285.721	33.78687	-84.39188	0	0.03839676	0.06471434	-0.0311548	0	0	0	28.29163	0	0.05383301	-1.582825	0.2514038	-3.722585	-23.35986	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1285.913	33.78687	-84.39188	0	-0.01664665	0.01999089	-0.05423332	0	0	0	28.29163	0	0.05404663	-1.399765	0.3724213	-3.718812	-23.35593	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.107	33.78687	-84.39188	0	-0.06958941	0.03828617	-0.0166248	0	0	0	28.29163	0	0.05381775	-1.521744	0.3120575	-3.718004	-23.35531	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.213	33.78687	-84.39188	0	-0.06963939	0.004437496	-0.004389878	0	0	0	28.29163	0	-0.007415771	-1.460449	0.3726196	-3.712074	-23.35773	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.315	33.78687	-84.39188	0	0.02339212	0.0135691	-0.05353275	0	0	0	28.29163	0	0.1162872	-1.33963	0.1893921	-3.709915	-23.35826	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.489	33.78687	-84.39188	0	-0.08159015	0.02799104	-0.07781196	0	0	0	28.29163	0	-0.007141113	-1.521713	0.2510223	-3.706585	-23.35625	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.669	33.78687	-84.39188	0	-0.08262845	0.00106834	-0.002124227	0	0	0	28.29163	0	0.05432129	-1.461029	0.250824	-3.708903	-23.36547	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1286.843	33.78687	-84.39188	0	-0.02028551	-0.02084059	0.09045964	0	0	0	28.29163	0	-0.06835938	-1.5215	0.2509308	-3.737238	-23.35297	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.026	33.78687	-84.39188	0	-0.03765103	-0.1102812	-0.09067642	0	0	0	28.29163	0	0.05406189	-1.460846	0.3117676	-3.731956	-23.34977	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.173	33.78687	-84.39188	0	-0.06589128	0.01522562	-0.06144712	0	0	0	28.29163	0	-0.006637573	-1.460999	0.1897888	-3.726427	-23.35582	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.295	33.78687	-84.39188	0	-0.03458787	0.02512487	0.00352899	0	0	0	28.29163	0	0.1765137	-1.522354	0.251297	-3.722998	-23.35507	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.489	33.78687	-84.39188	0	0.04407601	-0.01943869	0.01149972	0	0	0	28.29163	0	-0.129837	-1.521103	0.3117828	-3.717301	-23.35133	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.681	33.78687	-84.39188	0	0.02824323	0.007486905	0.09801689	0	0	0	28.29163	0	0.115799	-1.461426	0.1899719	-3.72167	-23.35044	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1287.866	33.78687	-84.39188	0	0.04833449	-0.1167395	0.01663949	0	0	0	28.29163	0	0.05433655	-1.52211	0.1901703	-3.723966	-23.34752	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1288.083	33.78687	-84.39188	0	-0.1040064	0.00207381	-0.08406264	0	0	0	28.29163	0	-0.06813049	-1.399521	0.3112946	-3.704973	-23.35025	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1288.275	33.78687	-84.39188	0	0.007792994	0.004346481	-0.0504724	0	0	0	28.29163	0	0.05381775	-1.521744	0.3120575	-3.713237	-23.34806	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1288.474	33.78687	-84.39188	0	-0.06298567	0.02374941	-0.03495811	0	0	0	28.29163	0	0.05357361	-1.582642	0.3123474	-3.713857	-23.34977	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1288.675	33.78687	-84.39188	0	0.1323552	-0.03526698	0.02960295	0	0	0	28.29163	0	-0.006607056	-1.58316	0.06848145	-3.715302	-23.34557	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1288.863	33.78687	-84.39188	0	-0.1159134	-0.002600558	-0.02003406	0	0	0	28.29163	0	-0.007141113	-1.521713	0.2510223	-3.707666	-23.3536	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.097	33.78687	-84.39188	0	-0.02545069	0.06553316	0.03680658	0	0	0	28.29163	0	0.05432129	-1.461029	0.250824	-3.713742	-23.3588	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.214	33.78687	-84.39188	0	-0.1278833	0.06680866	-0.02705474	0	0	0	28.29163	0	0.1155548	-1.522324	0.1902618	-3.725754	-23.35073	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.419	33.78687	-84.39188	0	0.03031943	0.03135226	0.09461407	0	0	0	28.29163	0	-0.1293335	-1.460388	0.2505493	-3.738471	-23.3453	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.577	33.78687	-84.39188	0	0.05970682	-0.00953238	0.02240681	0	0	0	28.29163	0	0.05407715	-1.521927	0.2511139	-3.716315	-23.35633	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.753	33.78687	-84.39188	0	0.5571	0.1061338	-0.3008689	0	0	0	28.29163	0	0.3596649	-1.58371	0.3128052	-3.676717	-23.56881	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1289.934	33.78687	-84.39188	0	-0.5349135	0.3180754	-0.6927956	0	0	0	28.29163	0	0.3598938	-1.461731	0.3731689	-3.797203	-23.22023	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1290.109	33.78687	-84.39188	0	-0.1274737	0.1497495	0.3202229	0	0	0	28.29163	0	0.1757507	-1.582886	0.3734741	-3.823931	-23.08019	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.17746	4.227451	0
1290.274	33.78687	-84.39188	0	-0.5220724	0.8661812	-2.362937	0	0	0	28.29163	0	0.3601685	-1.522995	0.2515717	-3.84803	-22.8623	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.19889	4.227451	0
1290.47	33.78687	-84.39188	0	0.05194478	-0.1818807	-0.686222	0	0	0	28.29163	0	-0.3749542	-1.581146	0.3117065	-3.992403	-22.30096	0	217.4	29.2348	107.6	0	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	0	0	29.26269	14.19889	4.227451	0
1290.649	33.78687	-84.39188	0	-0.9281021	0.9314736	-1.608876	0	0	0	28.28814	0.1208843	0.6065674	-1.402786	0.007583618	-4.112109	-21.89106	0	217.4	29.2348	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	1.657459	0	29.26269	14.19889	4.227451	0
1290.835	33.78687	-84.39188	0	-1.436436	1.521961	-3.221131	0	0	0	28.28814	0.1208843	0.6667786	-1.524429	0.1301422	-4.311448	-21.15733	0	217.4	29.2348	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	1.657459	0	29.26269	14.19889	4.227451	0
1291.064	33.78687	-84.39188	0	-1.490108	1.869739	-4.665974	849	0	0	28.28814	0.1208843	0.8509674	-1.586517	-0.05212402	-4.936887	-18.99473	0	217.4	29.2348	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	14.19889	4.227451	0
1291.153	33.78687	-84.39189	0	-1.550454	2.161803	-5.314268	849	0	0	28.28814	0.1208843	0.1780396	-1.401291	0.006942749	-5.384781	-17.2653	0	217.4	29.2348	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	0	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	14.19889	4.227451	0.3579098
1291.335	33.78687	-84.39189	0	-1.843015	1.384369	-5.377913	849	0	0	28.28814	0.1208843	0.7922821	-1.343811	-0.4190369	-6.43999	-13.77128	21.96078	217.4	18.30866	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	-5.366396	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	14.19889	4.227451	0.3579098
1291.525	33.78687	-84.39189	0	-0.9762044	0.7470153	-3.834126	849	0	0	28.28814	0.1208843	0.1127472	-1.703552	0.6786804	-7.030223	-11.87146	21.96078	217.4	18.30866	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	-5.366396	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	14.19889	4.227451	0.3579098
1291.72	33.78687	-84.39189	0	-0.3670885	1.269747	-1.698309	849	0	0	28.28814	0.1208843	-0.2552948	-1.884964	0.6790009	-7.121028	-11.17693	21.96078	217.4	18.30866	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	-5.366396	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	13.55188	4.227451	0.3579098
1291.899	33.78687	-84.39189	0	-0.5547535	-0.353244	-1.486053	849	0	0	28.28814	0.1208843	-0.9297485	-1.820801	0.9824219	-7.217565	-10.89527	21.96078	217.4	18.30866	107.6	0.363825	17.2549	1331	0	0	0	0	0	0	-5.366396	2.37E-15	-2.55E-16	1.657459	10.25343	29.26269	13.55188	4.227451	0.3579098
1292.102	33.78687	-84.39189	5.592341	-0.7078914	0.9311303	0.6243622	849	0	5.259208	28.26802	1.063343	-0.7407379	-1.458801	0.06680298	-7.175519	-11.11641	21.96078	217.4	18.30866	107.6	3.200337	17.2549	1331	0	0	0	0	0	0	-5.366396	2.436136	0.4872273	14.57961	10.25343	29.26269	13.55188	4.227451	0.3579098
1292.243	33.78685	-84.39189	5.592341	0.04682875	-0.6896151	-0.5875543	849	0	5.259208	28.26802	1.063343	0.2394562	-1.157364	0.1887054	-7.167494	-11.37288	21.96078	217.4	18.30866	107.6	3.200337	17.2549	1331	0	0	0	0	0	0	-5.366396	2.436136	0.4872273	14.57961	10.25343	29.26269	13.55188	4.227451	3.534359
1292.435	33.78685	-84.39189	5.592341	-0.268696	-1.65447	-0.2029361	1783	0	5.259208	28.26802	1.063343	0.4854431	-1.464355	-0.3579712	-7.18493	-11.60052	21.96078	217.4	18.30866	107.6	3.200337	17.2549	1331	0	0	0	0	0	0	-5.366396	2.436136	0.4872273	14.57961	42.94658	14.64228	13.55188	4.227451	3.534359
1292.612	33.78685	-84.39189	5.592341	1.470583	-0.363737	2.571088	1783	0	5.259208	28.26802	1.063343	-0.6888885	-2.368454	1.412003	-7.088065	-12.20641	29.01961	217.4	18.30866	107.6	3.200337	17.2549	1331	0	0	0	0	0	0	-5.366396	2.436136	0.4872273	14.57961	42.94658	14.64228	13.55188	4.227451	3.534359
1292.81	33.78685	-84.39189	5.592341	0.5731809	0.2797481	1.527945	1783	0	5.259208	28.26802	1.063343	-1.297012	-2.002762	0.7999115	-6.867954	-12.82483	29.01961	217.4	21.55697	107.6	3.200337	17.2549	1331	0	0	0	0	0	0	-3.770981	2.436136	0.4872273	14.57961	42.94658	14.64228	13.55188	4.227451	3.534359
1292.995	33.78685	-84.39189	5.592341	0.5524156	0.4237816	1.38368	1783	0	5.259208	28.26802	1.063343	-1.347321	-1.033127	-0.850296	-6.717232	-13.52552	29.01961	217.4	21.55697	107.6	3.200337	19.60784	1331	0	0	0	0	0	0	-3.770981	2.436136	0.4872273	14.57961	42.94658	14.64228	13.55188	4.227451	3.534359
1293.153	33.78681	-84.39189	5.592341	-0.7333852	0.3704686	0.366392	1783	0	5.259208	28.26802	1.063343	1.89502	-1.470367	-0.7215271	-6.791884	-13.67205	29.01961	217.4	21.55697	107.6	3.200337	19.60784	1331	0	0	0	0	0	0	-3.770981	2.436136	0.4872273	14.57961	42.94658	14.64228	13.55188	4.227451	8.030602
1293.401	33.78681	-84.39189	5.592341	-1.050467	-0.4318962	-0.8502053	1783	0	5.259208	28.26802	1.063343	-0.1338043	-2.251144	0.5590363	-6.901914	-13.40432	29.01961	217.4	21.55697	107.6	3.200337	19.60784	1331	0	0	0	0	0	0	-3.770981	2.436136	0.4872273	14.57961	42.94658	14.64228	14.90662	4.227451	8.030602
1293.593	33.78681	-84.39189	11.18468	-0.783017	1.557186	-1.381068	1783	0	5.259208	28.26802	1.063343	-1.171265	-1.761246	0.2504425	-6.9293	-12.96777	29.01961	217.4	21.55697	107.6	3.200337	19.60784	1331	0	0	0	0	0	0	-3.770981	5.167099	1.03342	14.57961	42.94658	14.64228	14.90662	4.227451	8.030602
1293.742	33.78681	-84.39189	11.18468	0.8792696	-0.7927697	-0.5756615	1783	0	3.274572	28.20483	3.415616	-1.231689	-1.822662	0.006866455	-6.785282	-13.05595	29.01961	217.4	21.55697	107.6	5.143824	19.60784	1331	0	0	0	0	0	0	-3.770981	5.167099	1.03342	46.83189	42.94658	14.63514	14.90662	4.227451	8.030602
1293.936	33.78681	-84.39189	11.18468	0.9150064	-0.8513226	0.1228957	2067	0	3.274572	28.20483	3.415616	-0.07066345	-1.642014	0.6781158	-6.777304	-12.83987	29.01961	217.4	21.55697	107.6	5.143824	19.60784	1331	0	0	0	0	0	0	-3.770981	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	8.030602
1294.14	33.78676	-84.39189	11.18468	0.7996981	-0.1307972	-1.113927	2067	0	3.274572	28.20483	3.415616	0.5400848	-2.131699	0.5594635	-6.603148	-13.01017	36.07843	217.4	21.55697	107.6	5.143824	19.60784	1331	0	0	0	0	0	0	-3.770981	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	8.030602
1294.312	33.78676	-84.39191	11.18468	-0.3036305	-0.9221375	0.01319338	2067	0	3.274572	28.20483	3.415616	-0.7373352	-1.583344	-0.8467712	-6.595434	-12.7996	36.07843	215.6	29.5301	107.6	5.143824	19.60784	1331	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	11.83339
1294.433	33.78676	-84.39191	11.18468	-0.379069	1.303681	0.9447419	2067	0	3.274572	28.20483	3.415616	-0.4363403	-1.947235	0.008636475	-6.685217	-12.827	36.07843	215.6	29.5301	98.6	5.143824	19.60784	1331	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	11.83339
1294.613	33.78676	-84.39191	11.18468	0.628708	-0.9814621	-0.2256427	2067	0	3.274572	28.20483	3.415616	0.2943726	-1.885971	0.9845428	-6.659416	-12.83721	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1331	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	11.83339
1294.812	33.78676	-84.39191	11.18468	0.4554381	1.170788	2.477539	2067	0	3.274572	28.20483	3.415616	0.9109039	-1.646896	0.1920319	-6.442032	-13.36006	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1331	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	11.83339
1295.013	33.78676	-84.39191	11.18468	0.3371867	-0.8561309	2.047106	2067	0	3.274572	28.20483	3.415616	0.1677094	-2.615402	1.292557	-6.149769	-14.05837	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1348	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	11.83339
1295.204	33.78672	-84.39192	11.18468	0.7332518	-5.909773	-2.164844	2067	0	3.274572	28.20483	3.415616	-5.282166	-3.022858	1.225494	-5.827223	-14.54384	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1348	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.90662	4.227451	15.83751
1295.327	33.78672	-84.39192	11.18468	0.5566132	-2.129911	-0.6027993	2067	0	3.274572	28.20483	3.415616	-7.188461	-3.132355	3.112488	-5.424905	-15.54493	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1348	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.40607	4.227451	15.83751
1295.517	33.78672	-84.39192	11.18468	-0.9086468	-1.748797	0.4993284	2067	0	3.274572	28.20483	3.415616	-6.010757	-2.230637	0.5502472	-5.248577	-16.98136	36.07843	215.6	29.5301	98.6	5.143824	21.96078	1348	0	0	0	0	0	0	0.1450377	5.167099	1.03342	46.83189	118.9968	14.63514	14.40607	4.227451	15.83751
1295.7	33.78672	-84.39192	19.26251	0.1352332	1.610788	0.5558494	2067	0	5.973246	28.12593	3.224797	2.329865	-0.8045502	-1.577286	-5.436692	-16.60575	36.07843	215.6	29.5301	98.6	4.854087	21.96078	1348	0	0	0	0	0	0	0.1450377	5.597669	1.606761	44.21556	118.9968	14.63514	14.40607	4.227451	15.83751
1295.912	33.78672	-84.39192	19.26251	-0.6057141	0.829431	-0.280891	2067	0	5.973246	28.12593	3.224797	-1.23555	-1.942078	0.7997131	-5.847701	-16.53951	36.07843	215.6	29.5301	98.6	4.854087	21.96078	1348	0	0	0	0	0	0	0.1450377	5.597669	1.606761	44.21556	118.9968	14.63871	14.40607	4.227451	15.83751
